#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Tadh-TriadG19304	10228.TriadP19304	1.91e-177	493.0	COG0615@1|root,KOG2804@2759|Eukaryota,38HWT@33154|Opisthokonta,3BEUB@33208|Metazoa	33208|Metazoa	I	choline-phosphate cytidylyltransferase activity	PCYT1A	GO:0000003,GO:0001541,GO:0001654,GO:0001736,GO:0001738,GO:0001745,GO:0002009,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004105,GO:0005488,GO:0005515,GO:0005516,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006656,GO:0006657,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006897,GO:0007163,GO:0007164,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007292,GO:0007423,GO:0007444,GO:0007472,GO:0007476,GO:0007548,GO:0007552,GO:0007560,GO:0007568,GO:0008150,GO:0008152,GO:0008289,GO:0008340,GO:0008406,GO:0008585,GO:0008610,GO:0008654,GO:0009058,GO:0009653,GO:0009719,GO:0009725,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0010033,GO:0010243,GO:0010259,GO:0012505,GO:0016020,GO:0016192,GO:0016740,GO:0016772,GO:0016779,GO:0019637,GO:0019898,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0031210,GO:0031967,GO:0031975,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0042067,GO:0042175,GO:0042221,GO:0042587,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045017,GO:0045137,GO:0046470,GO:0046474,GO:0046486,GO:0046545,GO:0046660,GO:0046983,GO:0048232,GO:0048468,GO:0048477,GO:0048513,GO:0048563,GO:0048569,GO:0048592,GO:0048608,GO:0048609,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0048869,GO:0050896,GO:0050997,GO:0051179,GO:0051234,GO:0051704,GO:0060429,GO:0060562,GO:0061458,GO:0070405,GO:0070567,GO:0071704,GO:0071944,GO:0090407,GO:0090596,GO:0097164,GO:0098657,GO:0098827,GO:1901564,GO:1901566,GO:1901576,GO:1901652,GO:1901698,GO:1901700,GO:1904116	2.7.7.15	ko:K00968	ko00440,ko00564,ko01100,ko05231,map00440,map00564,map01100,map05231	M00090	R01890,R02590	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
Tadh-TriadG18459	10228.TriadP18459	1.32e-74	223.0	KOG3434@1|root,KOG3434@2759|Eukaryota,3A5RD@33154|Opisthokonta,3BPIF@33208|Metazoa	33208|Metazoa	J	structural constituent of ribosome	RPL22	GO:0000184,GO:0000956,GO:0001775,GO:0002181,GO:0002376,GO:0002520,GO:0002521,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005539,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005789,GO:0005791,GO:0005829,GO:0005840,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0007275,GO:0008104,GO:0008150,GO:0008152,GO:0008201,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0012505,GO:0015031,GO:0015833,GO:0015934,GO:0016020,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0019538,GO:0022625,GO:0022626,GO:0030097,GO:0030098,GO:0030154,GO:0030217,GO:0030867,GO:0031090,GO:0031984,GO:0032501,GO:0032502,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0042110,GO:0042175,GO:0042886,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0045321,GO:0046483,GO:0046631,GO:0046632,GO:0046649,GO:0046700,GO:0046907,GO:0048513,GO:0048519,GO:0048534,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060255,GO:0065007,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0090304,GO:0097159,GO:0097367,GO:0098552,GO:0098554,GO:0098556,GO:0098562,GO:0098588,GO:0098827,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901681,GO:1990904	-	ko:K02891	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22e
Tadh-TriadG51283	10228.TriadP51283	0.0	1409.0	COG5647@1|root,KOG2166@2759|Eukaryota,3ANJ6@33154|Opisthokonta,3B9AZ@33208|Metazoa	33208|Metazoa	D	nuclear protein quality control by the ubiquitin-proteasome system	CUL3	GO:0000003,GO:0000070,GO:0000082,GO:0000122,GO:0000151,GO:0000165,GO:0000209,GO:0000278,GO:0000280,GO:0000819,GO:0000902,GO:0000904,GO:0000922,GO:0001654,GO:0001701,GO:0001709,GO:0001745,GO:0001824,GO:0001825,GO:0001829,GO:0001831,GO:0001889,GO:0002009,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004842,GO:0005102,GO:0005112,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005819,GO:0005827,GO:0005829,GO:0005856,GO:0005874,GO:0005876,GO:0005929,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006508,GO:0006511,GO:0006513,GO:0006515,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006888,GO:0006900,GO:0006901,GO:0006903,GO:0006915,GO:0006919,GO:0006928,GO:0006950,GO:0006996,GO:0007010,GO:0007015,GO:0007049,GO:0007050,GO:0007059,GO:0007080,GO:0007088,GO:0007154,GO:0007165,GO:0007166,GO:0007229,GO:0007267,GO:0007275,GO:0007276,GO:0007277,GO:0007278,GO:0007281,GO:0007283,GO:0007286,GO:0007291,GO:0007292,GO:0007346,GO:0007349,GO:0007369,GO:0007399,GO:0007409,GO:0007423,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008152,GO:0008219,GO:0008284,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009896,GO:0009966,GO:0009968,GO:0009987,GO:0009994,GO:0010033,GO:0010468,GO:0010498,GO:0010556,GO:0010558,GO:0010564,GO:0010604,GO:0010605,GO:0010629,GO:0010638,GO:0010646,GO:0010648,GO:0010927,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0010965,GO:0012501,GO:0012505,GO:0015630,GO:0016043,GO:0016050,GO:0016055,GO:0016192,GO:0016310,GO:0016358,GO:0016477,GO:0016567,GO:0016740,GO:0017145,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0019899,GO:0019904,GO:0019941,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0022612,GO:0023014,GO:0023051,GO:0023052,GO:0023057,GO:0030029,GO:0030030,GO:0030036,GO:0030038,GO:0030071,GO:0030111,GO:0030154,GO:0030162,GO:0030163,GO:0030178,GO:0030182,GO:0030239,GO:0030332,GO:0030431,GO:0031032,GO:0031033,GO:0031034,GO:0031145,GO:0031175,GO:0031208,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031331,GO:0031396,GO:0031398,GO:0031399,GO:0031401,GO:0031461,GO:0031463,GO:0031514,GO:0031625,GO:0031647,GO:0031648,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032436,GO:0032446,GO:0032465,GO:0032467,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0033554,GO:0034622,GO:0035023,GO:0035024,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0035556,GO:0035966,GO:0035967,GO:0036126,GO:0036211,GO:0040011,GO:0040016,GO:0042127,GO:0042221,GO:0042692,GO:0042749,GO:0042752,GO:0042802,GO:0042803,GO:0042981,GO:0042995,GO:0043009,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043149,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043280,GO:0043281,GO:0043412,GO:0043632,GO:0043687,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044346,GO:0044389,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044770,GO:0044772,GO:0044843,GO:0045165,GO:0045187,GO:0045475,GO:0045732,GO:0045786,GO:0045787,GO:0045840,GO:0045842,GO:0045862,GO:0045892,GO:0045931,GO:0045934,GO:0046578,GO:0046580,GO:0046907,GO:0046982,GO:0046983,GO:0048193,GO:0048194,GO:0048199,GO:0048207,GO:0048208,GO:0048232,GO:0048285,GO:0048468,GO:0048477,GO:0048511,GO:0048512,GO:0048513,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048585,GO:0048592,GO:0048598,GO:0048599,GO:0048609,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048732,GO:0048736,GO:0048737,GO:0048749,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050000,GO:0050789,GO:0050790,GO:0050794,GO:0050795,GO:0050896,GO:0051017,GO:0051056,GO:0051058,GO:0051128,GO:0051130,GO:0051146,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051276,GO:0051301,GO:0051302,GO:0051303,GO:0051310,GO:0051336,GO:0051345,GO:0051603,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051674,GO:0051704,GO:0051716,GO:0051726,GO:0051781,GO:0051783,GO:0051785,GO:0051788,GO:0051983,GO:0051984,GO:0052547,GO:0052548,GO:0055001,GO:0055002,GO:0060255,GO:0060429,GO:0060562,GO:0060828,GO:0061008,GO:0061024,GO:0061061,GO:0061564,GO:0061572,GO:0061630,GO:0061659,GO:0062033,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070647,GO:0070887,GO:0070925,GO:0071218,GO:0071310,GO:0071630,GO:0071688,GO:0071704,GO:0071840,GO:0072576,GO:0080090,GO:0090068,GO:0090090,GO:0090114,GO:0090596,GO:0097190,GO:0097193,GO:0097223,GO:0097435,GO:0097729,GO:0098813,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0120025,GO:0120036,GO:0120039,GO:0140014,GO:0140096,GO:0198738,GO:1901044,GO:1901564,GO:1901565,GO:1901575,GO:1901800,GO:1901970,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902099,GO:1902101,GO:1902494,GO:1902531,GO:1902532,GO:1902679,GO:1903047,GO:1903052,GO:1903320,GO:1903322,GO:1903364,GO:1903506,GO:1903507,GO:1905114,GO:1905818,GO:1905820,GO:1990234,GO:2000112,GO:2000113,GO:2000116,GO:2001056,GO:2001141,GO:2001252	-	ko:K03869	ko04120,ko04340,ko04341,map04120,map04340,map04341	M00384	-	-	ko00000,ko00001,ko00002,ko03400,ko04121	-	-	-	Cullin,Cullin_Nedd8
Tadh-TriadG20253	10228.TriadP20253	4.91e-137	388.0	COG1335@1|root,KOG4044@2759|Eukaryota,38EAH@33154|Opisthokonta,3BAPT@33208|Metazoa	33208|Metazoa	Q	Isochorismatase family	ISOC2	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	Isochorismatase
Tadh-TriadG63455	10228.TriadP63455	0.0	887.0	COG5206@1|root,KOG1348@2759|Eukaryota,38D1E@33154|Opisthokonta,3BHRQ@33208|Metazoa	33208|Metazoa	O	vacuolar protein processing	LGMN	GO:0000323,GO:0002376,GO:0002478,GO:0002495,GO:0002504,GO:0002682,GO:0002684,GO:0002685,GO:0002687,GO:0002688,GO:0002690,GO:0003008,GO:0003014,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005768,GO:0005770,GO:0005773,GO:0005775,GO:0006508,GO:0006624,GO:0006629,GO:0006766,GO:0006775,GO:0006807,GO:0007346,GO:0007610,GO:0007611,GO:0007612,GO:0007613,GO:0008150,GO:0008152,GO:0008202,GO:0008233,GO:0008234,GO:0008284,GO:0008306,GO:0009056,GO:0009057,GO:0009268,GO:0009628,GO:0009719,GO:0009892,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010447,GO:0010467,GO:0010468,GO:0010594,GO:0010595,GO:0010604,GO:0010605,GO:0010629,GO:0010632,GO:0010634,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010950,GO:0010952,GO:0012505,GO:0016043,GO:0016485,GO:0016787,GO:0019222,GO:0019538,GO:0019882,GO:0019884,GO:0019886,GO:0023051,GO:0023056,GO:0023057,GO:0030030,GO:0030162,GO:0030163,GO:0030334,GO:0030335,GO:0031323,GO:0031325,GO:0031410,GO:0031638,GO:0031904,GO:0031974,GO:0031982,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0032501,GO:0032801,GO:0032879,GO:0035728,GO:0035729,GO:0036019,GO:0036021,GO:0040008,GO:0040012,GO:0040014,GO:0040015,GO:0040017,GO:0042127,GO:0042221,GO:0042359,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043112,GO:0043170,GO:0043202,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043523,GO:0043524,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045177,GO:0045787,GO:0045862,GO:0045926,GO:0045931,GO:0048002,GO:0048167,GO:0048471,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048638,GO:0048640,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050804,GO:0050806,GO:0050808,GO:0050877,GO:0050890,GO:0050896,GO:0050920,GO:0050921,GO:0051093,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051270,GO:0051272,GO:0051336,GO:0051345,GO:0051592,GO:0051603,GO:0051604,GO:0051716,GO:0051726,GO:0052547,GO:0052548,GO:0060255,GO:0060548,GO:0065007,GO:0065008,GO:0065009,GO:0070011,GO:0070013,GO:0070848,GO:0070887,GO:0071241,GO:0071248,GO:0071277,GO:0071310,GO:0071363,GO:0071417,GO:0071495,GO:0071675,GO:0071677,GO:0071704,GO:0071840,GO:0080090,GO:0090025,GO:0090026,GO:0097061,GO:0097202,GO:0097264,GO:0097708,GO:0099173,GO:0099177,GO:0106027,GO:0120036,GO:0140096,GO:1900271,GO:1900273,GO:1901184,GO:1901185,GO:1901214,GO:1901215,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1901615,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1904645,GO:1904646,GO:2000116,GO:2000145,GO:2000147,GO:2001026,GO:2001028,GO:2001056	3.4.22.34	ko:K01369	ko04142,ko04612,map04142,map04612	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_C13
Tadh-TriadG8170	10228.TriadP8170	6.64e-56	173.0	COG5274@1|root,KOG0537@2759|Eukaryota	2759|Eukaryota	CI	heme binding	-	-	1.14.18.6	ko:K19703	-	-	-	-	ko00000,ko01000	-	-	-	Cyt-b5,FA_hydroxylase
Tadh-TriadG51287	10228.TriadP51287	0.0	951.0	COG1736@1|root,KOG2648@2759|Eukaryota,38FXZ@33154|Opisthokonta,3BG2P@33208|Metazoa	33208|Metazoa	J	Required for the first step in the synthesis of diphthamide, a post-translational modification of histidine which occurs in translation elongation factor 2	DPH2	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006417,GO:0006448,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0016740,GO:0016765,GO:0017182,GO:0017183,GO:0018193,GO:0018202,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0032268,GO:0034248,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090560,GO:1900247,GO:1901564,GO:2000112,GO:2000765	-	ko:K17866	-	-	-	-	ko00000,ko03012	-	-	-	Diphthamide_syn
Tadh-TriadG51288	10228.TriadP51288	0.0	867.0	28HFB@1|root,2QPTB@2759|Eukaryota,39ARX@33154|Opisthokonta,3BGD7@33208|Metazoa	33208|Metazoa	S	nuclear fragile X mental	NUFIP1	GO:0000228,GO:0000491,GO:0000492,GO:0000785,GO:0000790,GO:0001650,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005726,GO:0005730,GO:0006139,GO:0006355,GO:0006357,GO:0006396,GO:0006725,GO:0006807,GO:0008023,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016070,GO:0016363,GO:0019219,GO:0019222,GO:0019899,GO:0022607,GO:0022613,GO:0022618,GO:0030515,GO:0030674,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032991,GO:0034399,GO:0034622,GO:0034641,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044454,GO:0044456,GO:0044464,GO:0045202,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0048786,GO:0050789,GO:0050794,GO:0051117,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051259,GO:0060090,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0070761,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097458,GO:0098793,GO:1901360,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990904,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	NUFIP1,zf-C2H2_jaz
Tadh-TriadG19119	10228.TriadP19119	4.98e-117	334.0	KOG0121@1|root,KOG0121@2759|Eukaryota,3A00F@33154|Opisthokonta,3BPEU@33208|Metazoa	33208|Metazoa	A	mRNA cis splicing, via spliceosome	NCBP2	GO:0000184,GO:0000339,GO:0000340,GO:0000375,GO:0000377,GO:0000398,GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005829,GO:0005845,GO:0005846,GO:0006139,GO:0006351,GO:0006353,GO:0006354,GO:0006366,GO:0006368,GO:0006369,GO:0006370,GO:0006379,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006408,GO:0006417,GO:0006446,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0008104,GO:0008150,GO:0008152,GO:0008334,GO:0008380,GO:0008543,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009301,GO:0009452,GO:0009719,GO:0009889,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016071,GO:0016073,GO:0017069,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019439,GO:0023052,GO:0031123,GO:0031124,GO:0031323,GO:0031325,GO:0031326,GO:0031440,GO:0031442,GO:0031503,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032239,GO:0032241,GO:0032268,GO:0032386,GO:0032388,GO:0032774,GO:0032879,GO:0032991,GO:0033036,GO:0034248,GO:0034399,GO:0034518,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0034660,GO:0036260,GO:0042221,GO:0042795,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044271,GO:0044344,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045292,GO:0045935,GO:0046483,GO:0046700,GO:0046822,GO:0046824,GO:0046831,GO:0046833,GO:0046907,GO:0048518,GO:0048519,GO:0048522,GO:0050657,GO:0050658,GO:0050684,GO:0050685,GO:0050789,GO:0050794,GO:0050896,GO:0051028,GO:0051030,GO:0051049,GO:0051050,GO:0051168,GO:0051169,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051252,GO:0051254,GO:0051641,GO:0051649,GO:0051716,GO:0060255,GO:0060341,GO:0065007,GO:0070013,GO:0070727,GO:0070848,GO:0070887,GO:0071166,GO:0071310,GO:0071363,GO:0071426,GO:0071427,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0071774,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0097064,GO:0097159,GO:0097659,GO:0098781,GO:0098787,GO:0098789,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901575,GO:1901576,GO:1903311,GO:1903313,GO:2000112	-	ko:K12883	ko03013,ko03015,ko03040,map03013,map03015,map03040	M00399	-	-	ko00000,ko00001,ko00002,ko03019,ko03041	-	-	-	RRM_1
Tadh-TriadG51290	10228.TriadP51290	1.73e-252	704.0	COG0666@1|root,KOG4177@2759|Eukaryota,39MBD@33154|Opisthokonta,3CNYF@33208|Metazoa	33208|Metazoa	M	Ankyrin repeats (many copies)	ANKRD42	-	-	ko:K17593	-	-	-	-	ko00000,ko01009	-	-	-	Ank_2,Ank_4
Tadh-TriadG36865	10228.TriadP36865	0.0	1323.0	KOG0045@1|root,KOG0045@2759|Eukaryota,38EV4@33154|Opisthokonta,3B9DB@33208|Metazoa	33208|Metazoa	OT	calcium-dependent cysteine-type endopeptidase activity	CAPN6	GO:0000003,GO:0000226,GO:0001541,GO:0001553,GO:0001578,GO:0003006,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0004198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005819,GO:0005829,GO:0005856,GO:0005874,GO:0005876,GO:0006508,GO:0006807,GO:0006996,GO:0007010,GO:0007017,GO:0007154,GO:0007165,GO:0007275,GO:0007530,GO:0007538,GO:0007542,GO:0007548,GO:0008017,GO:0008092,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008406,GO:0008585,GO:0009888,GO:0009986,GO:0009987,GO:0010467,GO:0015630,GO:0015631,GO:0016020,GO:0016043,GO:0016485,GO:0016540,GO:0016787,GO:0018992,GO:0018993,GO:0019099,GO:0019538,GO:0022414,GO:0022602,GO:0023052,GO:0030154,GO:0030237,GO:0030855,GO:0031293,GO:0032501,GO:0032502,GO:0032504,GO:0033043,GO:0033619,GO:0042001,GO:0042004,GO:0042698,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044238,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0045137,GO:0046545,GO:0046660,GO:0048471,GO:0048511,GO:0048513,GO:0048608,GO:0048609,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051493,GO:0051604,GO:0051716,GO:0060014,GO:0060429,GO:0061458,GO:0065007,GO:0070011,GO:0071704,GO:0071840,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0140096,GO:1901564	-	ko:K08574,ko:K08575	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	C2,Calpain_III,Peptidase_C2
