#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XLOC-015596	6087.XP_002163929.2	7.83e-206	575.0	KOG0082@1|root,KOG0082@2759|Eukaryota,38E4Q@33154|Opisthokonta,3B9RI@33208|Metazoa	33208|Metazoa	DT	D5 dopamine receptor binding	cta	GO:0000902,GO:0000904,GO:0001664,GO:0001667,GO:0001703,GO:0002009,GO:0002064,GO:0002225,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003365,GO:0003371,GO:0003379,GO:0003380,GO:0003381,GO:0003382,GO:0003383,GO:0003384,GO:0003674,GO:0003824,GO:0003924,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005834,GO:0005886,GO:0005903,GO:0006355,GO:0006357,GO:0006928,GO:0006950,GO:0006952,GO:0006996,GO:0007010,GO:0007154,GO:0007163,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007264,GO:0007265,GO:0007266,GO:0007275,GO:0007369,GO:0007398,GO:0007498,GO:0008150,GO:0008360,GO:0009605,GO:0009607,GO:0009620,GO:0009653,GO:0009790,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009898,GO:0009987,GO:0010004,GO:0010468,GO:0010470,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016043,GO:0016462,GO:0016476,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019219,GO:0019222,GO:0019897,GO:0019898,GO:0022603,GO:0022604,GO:0023052,GO:0030010,GO:0030029,GO:0030048,GO:0030154,GO:0030855,GO:0030952,GO:0031234,GO:0031253,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031526,GO:0031683,GO:0031752,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032956,GO:0032970,GO:0032989,GO:0032991,GO:0033043,GO:0035556,GO:0040011,GO:0042074,GO:0042995,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043519,GO:0043900,GO:0043902,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045893,GO:0045935,GO:0045944,GO:0045995,GO:0048383,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048598,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050776,GO:0050778,GO:0050780,GO:0050789,GO:0050793,GO:0050794,GO:0050832,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051179,GO:0051239,GO:0051252,GO:0051254,GO:0051493,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0060026,GO:0060027,GO:0060255,GO:0060429,GO:0065007,GO:0065008,GO:0070252,GO:0071840,GO:0071944,GO:0080090,GO:0098542,GO:0098552,GO:0098562,GO:0098590,GO:0098796,GO:0098797,GO:0098862,GO:0120025,GO:0120038,GO:1901244,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1905360,GO:2000026,GO:2000112,GO:2001141	-	ko:K04346	ko04010,ko04022,ko04071,ko04072,ko04270,ko04730,ko04810,ko05200,map04010,map04022,map04071,map04072,map04270,map04730,map04810,map05200	-	-	-	ko00000,ko00001,ko04031,ko04147	-	-	-	G-alpha
TRINITY-DN6081-c0-g1-i1	6087.XP_002165110.2	1.1e-217	618.0	COG0515@1|root,KOG0197@2759|Eukaryota,38E1B@33154|Opisthokonta,3BAZR@33208|Metazoa	33208|Metazoa	T	non-membrane spanning protein tyrosine kinase activity	FRK	GO:0000122,GO:0000323,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004715,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005829,GO:0005886,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0008150,GO:0008152,GO:0008285,GO:0009889,GO:0009890,GO:0009892,GO:0009898,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0012505,GO:0016020,GO:0016192,GO:0016301,GO:0016310,GO:0016477,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019219,GO:0019222,GO:0019538,GO:0019897,GO:0019898,GO:0023052,GO:0030141,GO:0030154,GO:0031234,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032502,GO:0032940,GO:0034774,GO:0035578,GO:0035580,GO:0036211,GO:0036230,GO:0038083,GO:0040011,GO:0042119,GO:0042127,GO:0042581,GO:0042582,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045055,GO:0045087,GO:0045321,GO:0045892,GO:0045934,GO:0046777,GO:0046903,GO:0048519,GO:0048523,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051252,GO:0051253,GO:0051674,GO:0051716,GO:0060205,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071944,GO:0080090,GO:0097708,GO:0098552,GO:0098562,GO:0099503,GO:0140096,GO:1901564,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	2.7.10.2	ko:K08892	ko04013,map04013	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase_Tyr,SH2,SH3_1
XLOC-042914	6087.XP_002165110.2	7.74e-218	618.0	COG0515@1|root,KOG0197@2759|Eukaryota,38E1B@33154|Opisthokonta,3BAZR@33208|Metazoa	33208|Metazoa	T	non-membrane spanning protein tyrosine kinase activity	FRK	GO:0000122,GO:0000323,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004715,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005829,GO:0005886,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0008150,GO:0008152,GO:0008285,GO:0009889,GO:0009890,GO:0009892,GO:0009898,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0012505,GO:0016020,GO:0016192,GO:0016301,GO:0016310,GO:0016477,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019219,GO:0019222,GO:0019538,GO:0019897,GO:0019898,GO:0023052,GO:0030141,GO:0030154,GO:0031234,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032502,GO:0032940,GO:0034774,GO:0035578,GO:0035580,GO:0036211,GO:0036230,GO:0038083,GO:0040011,GO:0042119,GO:0042127,GO:0042581,GO:0042582,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045055,GO:0045087,GO:0045321,GO:0045892,GO:0045934,GO:0046777,GO:0046903,GO:0048519,GO:0048523,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051252,GO:0051253,GO:0051674,GO:0051716,GO:0060205,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071944,GO:0080090,GO:0097708,GO:0098552,GO:0098562,GO:0099503,GO:0140096,GO:1901564,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	2.7.10.2	ko:K08892	ko04013,map04013	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase_Tyr,SH2,SH3_1
TRINITY-DN6085-c0-g1-i4	6087.XP_002170401.2	2.21e-126	393.0	COG1680@1|root,2S3SB@2759|Eukaryota,39ZJG@33154|Opisthokonta,3BYYI@33208|Metazoa	33208|Metazoa	V	Beta-lactamase	LACTBL1	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
TRINITY-DN6085-c0-g1-i8	6087.XP_004209151.1	1.06e-138	402.0	KOG2361@1|root,KOG2361@2759|Eukaryota,38G2U@33154|Opisthokonta,3BF73@33208|Metazoa	33208|Metazoa	S	tRNA (cytosine) methyltransferase activity	METTL2A	GO:0001510,GO:0002946,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016427,GO:0016428,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	-	-	-	-	-	-	-	-	-	-	Methyltransf_12,Methyltransf_23
XLOC-0056581	6087.XP_002164819.1	3.04e-161	466.0	KOG2191@1|root,KOG2191@2759|Eukaryota,38BV5@33154|Opisthokonta,3BBMF@33208|Metazoa	33208|Metazoa	A	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	NOVA1	GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007154,GO:0007267,GO:0007268,GO:0007275,GO:0007399,GO:0007417,GO:0007610,GO:0007626,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0021510,GO:0023052,GO:0031323,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0048024,GO:0048513,GO:0048731,GO:0048856,GO:0050684,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0098916,GO:0099536,GO:0099537,GO:1901360,GO:1901363,GO:1903311	-	ko:K14944	-	-	-	-	ko00000,ko03041	-	-	-	KH_1
XLOC-0056582	6087.XP_002164819.1	3.04e-161	466.0	KOG2191@1|root,KOG2191@2759|Eukaryota,38BV5@33154|Opisthokonta,3BBMF@33208|Metazoa	33208|Metazoa	A	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	NOVA1	GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007154,GO:0007267,GO:0007268,GO:0007275,GO:0007399,GO:0007417,GO:0007610,GO:0007626,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0021510,GO:0023052,GO:0031323,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0048024,GO:0048513,GO:0048731,GO:0048856,GO:0050684,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0098916,GO:0099536,GO:0099537,GO:1901360,GO:1901363,GO:1903311	-	ko:K14944	-	-	-	-	ko00000,ko03041	-	-	-	KH_1
XLOC-039811	10224.XP_002739262.1	1.6e-50	169.0	29UNR@1|root,2RXJ2@2759|Eukaryota,39US9@33154|Opisthokonta,3BB0F@33208|Metazoa,3D15A@33213|Bilateria	33208|Metazoa	S	intraciliary retrograde transport	IFT43	GO:0005575,GO:0005622,GO:0005623,GO:0005815,GO:0005856,GO:0005929,GO:0006810,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0010970,GO:0015630,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0030705,GO:0030990,GO:0030991,GO:0031503,GO:0032991,GO:0035721,GO:0035735,GO:0042073,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044446,GO:0044463,GO:0044464,GO:0044782,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060271,GO:0070925,GO:0071840,GO:0097542,GO:0099111,GO:0120025,GO:0120031,GO:0120036,GO:0120038	-	ko:K19675	-	-	-	-	ko00000,ko03036	-	-	-	IFT43
TRINITY-DN6091-c0-g1-i1	693272.E3T512_CROVB	1.75e-84	262.0	4QCBU@10239|Viruses,4QWD8@35237|dsDNA viruses  no RNA stage	10239|Viruses	S	NAD binding	-	-	-	-	-	-	-	-	-	-	-	-	-
XLOC-045289	693272.E3T512_CROVB	1.75e-84	262.0	4QCBU@10239|Viruses,4QWD8@35237|dsDNA viruses  no RNA stage	10239|Viruses	S	NAD binding	-	-	-	-	-	-	-	-	-	-	-	-	-
XLOC-006469	6087.XP_002154058.1	1.88e-302	836.0	KOG2558@1|root,KOG2558@2759|Eukaryota,38GCZ@33154|Opisthokonta,3BAMS@33208|Metazoa	33208|Metazoa	K	protein binding, bridging involved in substrate recognition for ubiquitination	DET1	GO:0000003,GO:0000122,GO:0000151,GO:0003006,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0006355,GO:0006357,GO:0006464,GO:0006807,GO:0007276,GO:0007281,GO:0007292,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010604,GO:0010605,GO:0010629,GO:0016043,GO:0016567,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030162,GO:0030674,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031331,GO:0031461,GO:0031464,GO:0031625,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0036211,GO:0042176,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0044703,GO:0044877,GO:0045732,GO:0045862,GO:0045892,GO:0045934,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048609,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051704,GO:0060090,GO:0060255,GO:0061136,GO:0065003,GO:0065007,GO:0070647,GO:0071704,GO:0071840,GO:0080008,GO:0080090,GO:1901564,GO:1901800,GO:1902494,GO:1902679,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1903506,GO:1903507,GO:1990234,GO:1990756,GO:2000058,GO:2000060,GO:2000112,GO:2000113,GO:2001141	-	ko:K10571	ko04120,map04120	-	-	-	ko00000,ko00001,ko04121	-	-	-	Det1
XLOC-043134	6087.XP_002157307.2	3.43e-51	193.0	KOG1216@1|root,KOG1225@1|root,KOG1216@2759|Eukaryota,KOG1225@2759|Eukaryota,38BYG@33154|Opisthokonta,3BBY5@33208|Metazoa	33208|Metazoa	VW	Von Willebrand factor	-	-	-	-	-	-	-	-	-	-	-	-	C8,TIL,VWD
XLOC-043132	6087.XP_002157307.2	0.0	1714.0	KOG1216@1|root,KOG1225@1|root,KOG1216@2759|Eukaryota,KOG1225@2759|Eukaryota,38BYG@33154|Opisthokonta,3BBY5@33208|Metazoa	33208|Metazoa	VW	Von Willebrand factor	-	-	-	-	-	-	-	-	-	-	-	-	C8,TIL,VWD
XLOC-031516	324057.Pjdr2_3138	2.62e-08	64.3	COG0584@1|root,COG4781@1|root,COG0584@2|Bacteria,COG4781@2|Bacteria,1UGF1@1239|Firmicutes,4HBM4@91061|Bacilli,26U2D@186822|Paenibacillaceae	91061|Bacilli	C	Membrane domain of glycerophosphoryl diester phosphodiesterase	-	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD,GPDPase_memb
TRINITY-DN609-c0-g1-i1	6087.XP_004211314.1	1.02e-48	184.0	KOG1565@1|root,KOG1565@2759|Eukaryota,38CRR@33154|Opisthokonta,3B9IY@33208|Metazoa	33208|Metazoa	O	Belongs to the peptidase M10A family	-	-	3.4.24.80	ko:K07763	ko04668,ko04912,map04668,map04912	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Hemopexin,PG_binding_1,Peptidase_M10
XLOC-001525	6087.XP_004211314.1	1.15e-48	184.0	KOG1565@1|root,KOG1565@2759|Eukaryota,38CRR@33154|Opisthokonta,3B9IY@33208|Metazoa	33208|Metazoa	O	Belongs to the peptidase M10A family	-	-	3.4.24.80	ko:K07763	ko04668,ko04912,map04668,map04912	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Hemopexin,PG_binding_1,Peptidase_M10
TRINITY-DN609-c0-g1-i7	6087.XP_004211314.1	1.15e-48	184.0	KOG1565@1|root,KOG1565@2759|Eukaryota,38CRR@33154|Opisthokonta,3B9IY@33208|Metazoa	33208|Metazoa	O	Belongs to the peptidase M10A family	-	-	3.4.24.80	ko:K07763	ko04668,ko04912,map04668,map04912	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Hemopexin,PG_binding_1,Peptidase_M10
TRINITY-DN60-c0-g1-i5	6087.XP_004205785.1	6.11e-234	684.0	KOG2308@1|root,KOG2308@2759|Eukaryota,38FWE@33154|Opisthokonta,3BDJ7@33208|Metazoa	33208|Metazoa	IU	Sec-23 interacting protein	SEC23IP	GO:0000003,GO:0001675,GO:0003006,GO:0003008,GO:0003674,GO:0003824,GO:0004620,GO:0004806,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005793,GO:0005794,GO:0005798,GO:0005801,GO:0005815,GO:0005829,GO:0005856,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006726,GO:0006807,GO:0006810,GO:0006886,GO:0006888,GO:0006900,GO:0006901,GO:0006903,GO:0006996,GO:0007030,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007338,GO:0007610,GO:0007611,GO:0007612,GO:0007626,GO:0007632,GO:0008104,GO:0008150,GO:0008152,GO:0008306,GO:0008542,GO:0009056,GO:0009058,GO:0009059,GO:0009314,GO:0009416,GO:0009566,GO:0009628,GO:0009653,GO:0009987,GO:0010256,GO:0010638,GO:0010821,GO:0010822,GO:0010927,GO:0012505,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016042,GO:0016043,GO:0016050,GO:0016063,GO:0016192,GO:0016298,GO:0016787,GO:0016788,GO:0019433,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0022603,GO:0022607,GO:0030134,GO:0030135,GO:0030154,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0033036,GO:0033043,GO:0033363,GO:0034389,GO:0034613,GO:0042440,GO:0042441,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043324,GO:0043473,GO:0043474,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044430,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045184,GO:0046148,GO:0046154,GO:0046461,GO:0046464,GO:0046486,GO:0046503,GO:0046907,GO:0048066,GO:0048069,GO:0048193,GO:0048194,GO:0048199,GO:0048207,GO:0048208,GO:0048232,GO:0048468,GO:0048471,GO:0048515,GO:0048518,GO:0048522,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051704,GO:0052689,GO:0061024,GO:0065003,GO:0065007,GO:0070727,GO:0070925,GO:0070971,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0090114,GO:0090140,GO:0090141,GO:0097038,GO:0097708,GO:1901564,GO:1901566,GO:1901575,GO:1901576	-	ko:K16545	-	-	-	-	ko00000,ko01000,ko03036	-	-	-	DDHD,SAM_1,WWE
XLOC-042579	45351.EDO50047	2.73e-37	139.0	KOG2579@1|root,KOG2579@2759|Eukaryota,3AMIP@33154|Opisthokonta,3C0MJ@33208|Metazoa	33208|Metazoa	S	Fibrinogen-related domains (FReDs)	-	-	-	-	-	-	-	-	-	-	-	-	Fibrinogen_C
TRINITY-DN6100-c0-g1-i5	6087.XP_002161806.2	7.62e-71	258.0	2CN7J@1|root,2QUCA@2759|Eukaryota,38XUQ@33154|Opisthokonta,3BC2N@33208|Metazoa	33208|Metazoa	Z	Short calmodulin-binding motif containing conserved Ile and Gln residues.	IQCE	GO:0005575,GO:0005623,GO:0005886,GO:0005929,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0019219,GO:0019222,GO:0019898,GO:0031090,GO:0031253,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0042995,GO:0043226,GO:0043227,GO:0044422,GO:0044425,GO:0044441,GO:0044459,GO:0044463,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060170,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0098588,GO:0098590,GO:0098796,GO:0098797,GO:0120025,GO:0120038,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	IQ
TRINITY-DN61027-c0-g1-i1	7217.FBpp0126327	1.58e-53	184.0	COG0449@1|root,KOG1268@2759|Eukaryota,38DW1@33154|Opisthokonta,3BE4V@33208|Metazoa,3CWJA@33213|Bilateria,41VRW@6656|Arthropoda,3SGUC@50557|Insecta,44ZB9@7147|Diptera,45QYQ@7214|Drosophilidae	33208|Metazoa	M	It is involved in the biological process described with carbohydrate biosynthetic process	GFPT1	GO:0003674,GO:0003824,GO:0004360,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005979,GO:0006002,GO:0006040,GO:0006041,GO:0006042,GO:0006047,GO:0006048,GO:0006082,GO:0006091,GO:0006109,GO:0006112,GO:0006139,GO:0006464,GO:0006486,GO:0006487,GO:0006520,GO:0006541,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006986,GO:0007154,GO:0007165,GO:0007623,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009059,GO:0009064,GO:0009100,GO:0009101,GO:0009225,GO:0009226,GO:0009719,GO:0009725,GO:0009743,GO:0009744,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010675,GO:0010677,GO:0010906,GO:0010962,GO:0015980,GO:0016043,GO:0016597,GO:0016740,GO:0016769,GO:0018130,GO:0019222,GO:0019438,GO:0019538,GO:0019637,GO:0019752,GO:0022607,GO:0023052,GO:0030246,GO:0030968,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031406,GO:0032501,GO:0032868,GO:0032869,GO:0032870,GO:0032881,GO:0032885,GO:0032922,GO:0033554,GO:0034097,GO:0034285,GO:0034620,GO:0034641,GO:0034645,GO:0034654,GO:0034976,GO:0035966,GO:0035967,GO:0036094,GO:0036211,GO:0036498,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043255,GO:0043412,GO:0043413,GO:0043434,GO:0043436,GO:0043467,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045719,GO:0045912,GO:0046349,GO:0046483,GO:0048511,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055086,GO:0055114,GO:0060255,GO:0062012,GO:0065003,GO:0065007,GO:0070085,GO:0070548,GO:0070873,GO:0070874,GO:0070887,GO:0071310,GO:0071345,GO:0071375,GO:0071417,GO:0071495,GO:0071704,GO:0071840,GO:0080090,GO:1901071,GO:1901073,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1990823,GO:1990830,GO:2000112,GO:2000113	2.6.1.16	ko:K00820	ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931	-	R00768	RC00010,RC00163,RC02752	ko00000,ko00001,ko01000,ko01002	-	-	-	GATase_6,SIS
