gene_ids,uniprot_id,uniprot_genes
XLOC-001155#XLOC-001155,XLOC-001155#XLOC-001155,XLOC-001155#XLOC-001155
XLOC-000185#BTG1-RAT#Q63073,Q63073,Btg1
XLOC-000180#S2536-HUMAN#Q96CQ1,Q96CQ1,SLC25A36
XLOC-001151#ANKHB-DANRE#P58368,P58368,ankhb
XLOC-001160#AMPO-HUMAN#Q8N6M6,Q8N6M6,AOPEP
XLOC-001159#CA2D3-HUMAN#Q8IZS8,Q8IZS8,CACNA2D3
XLOC-001157#XLOC-001157,XLOC-001157#XLOC-001157,XLOC-001157#XLOC-001157
XLOC-001158#XLOC-001158,XLOC-001158#XLOC-001158,XLOC-001158#XLOC-001158
XLOC-000183#XLOC-000183,XLOC-000183#XLOC-000183,XLOC-000183#XLOC-000183
XLOC-000184#XLOC-000184,XLOC-000184#XLOC-000184,XLOC-000184#XLOC-000184
gene-evm.model.ptg000003l.365#CA2D3-HUMAN#Q8IZS8,Q8IZS8,CACNA2D3
XLOC-000186#XLOC-000186,XLOC-000186#XLOC-000186,XLOC-000186#XLOC-000186
XLOC-001163#CP135-HUMAN#Q66GS9,Q66GS9,CEP135
XLOC-000188#CP17A-ORYLA#P70085,P70085,cyp17a1
XLOC-001162#CD033-HUMAN#Q8N1A6,Q8N1A6,C4orf33
XLOC-001161#XLOC-001161,XLOC-001161#XLOC-001161,XLOC-001161#XLOC-001161
gene-evm.model.ptg000003l.373#ATP23-HUMAN#Q9Y6H3,Q9Y6H3,ATP23
XLOC-000190#ASML-HUMAN#O95671,O95671,ASMTL
gene-evm.model.ptg000003l.375-1,gene-evm.model.ptg000003l.375-1,gene-evm.model.ptg000003l.375-1
gene-evm.model.ptg000003l.376#ZFX-MOUSE#P17012,P17012,Zfx
XLOC-000192#XLOC-000192,XLOC-000192#XLOC-000192,XLOC-000192#XLOC-000192
XLOC-001164#FCN2-HUMAN#Q15485,Q15485,FCN2
XLOC-000193#XLOC-000193,XLOC-000193#XLOC-000193,XLOC-000193#XLOC-000193
XLOC-001171#XLOC-001171,XLOC-001171#XLOC-001171,XLOC-001171#XLOC-001171
XLOC-001166#ATX10-MOUSE#P28658,P28658,Atxn10
XLOC-001167#XLOC-001167,XLOC-001167#XLOC-001167,XLOC-001167#XLOC-001167
XLOC-000197#XLOC-000197,XLOC-000197#XLOC-000197,XLOC-000197#XLOC-000197
gene-evm.model.ptg000003l.384#gene-evm.model.ptg000003l.384,gene-evm.model.ptg000003l.384#gene-evm.model.ptg000003l.384,gene-evm.model.ptg000003l.384#gene-evm.model.ptg000003l.384
XLOC-001169#XLOC-001169,XLOC-001169#XLOC-001169,XLOC-001169#XLOC-001169
XLOC-000196#XLOC-000196,XLOC-000196#XLOC-000196,XLOC-000196#XLOC-000196
XLOC-000217#UTP18-MOUSE#Q5SSI6,Q5SSI6,Utp18
XLOC-001173#XLOC-001173,XLOC-001173#XLOC-001173,XLOC-001173#XLOC-001173
XLOC-000198#XLOC-000198,XLOC-000198#XLOC-000198,XLOC-000198#XLOC-000198
XLOC-000199#BOKA-DANRE#Q6DC66,Q6DC66,boka
XLOC-000225#DRC10-HUMAN#Q96DY2,Q96DY2,IQCD
XLOC-000200#XLOC-000200,XLOC-000200#XLOC-000200,XLOC-000200#XLOC-000200
XLOC-000201#XLOC-000201,XLOC-000201#XLOC-000201,XLOC-000201#XLOC-000201
XLOC-001172#DUSTY-CHICK#Q6XUX0,Q6XUX0,DSTYK
XLOC-001174#FAT4-HUMAN#Q6V0I7,Q6V0I7,FAT4
XLOC-001176#BRAF-HUMAN#P15056,P15056,BRAF
XLOC-001175#XLOC-001175,XLOC-001175#XLOC-001175,XLOC-001175#XLOC-001175
XLOC-000202#AFG2A-HUMAN#Q8NB90,Q8NB90,AFG2A
XLOC-001177#XLOC-001177,XLOC-001177#XLOC-001177,XLOC-001177#XLOC-001177
XLOC-001178#XLOC-001178,XLOC-001178#XLOC-001178,XLOC-001178#XLOC-001178
XLOC-001179#XLOC-001179,XLOC-001179#XLOC-001179,XLOC-001179#XLOC-001179
XLOC-000204#XLOC-000204,XLOC-000204#XLOC-000204,XLOC-000204#XLOC-000204
XLOC-001180#XLOC-001180,XLOC-001180#XLOC-001180,XLOC-001180#XLOC-001180
XLOC-000209#XLOC-000209,XLOC-000209#XLOC-000209,XLOC-000209#XLOC-000209
XLOC-000210#XLOC-000210,XLOC-000210#XLOC-000210,XLOC-000210#XLOC-000210
XLOC-000211#XLOC-000211,XLOC-000211#XLOC-000211,XLOC-000211#XLOC-000211
XLOC-000212#XLOC-000212,XLOC-000212#XLOC-000212,XLOC-000212#XLOC-000212
XLOC-000213#XLOC-000213,XLOC-000213#XLOC-000213,XLOC-000213#XLOC-000213
XLOC-000214#XLOC-000214,XLOC-000214#XLOC-000214,XLOC-000214#XLOC-000214
XLOC-001181#XLOC-001181,XLOC-001181#XLOC-001181,XLOC-001181#XLOC-001181
XLOC-001182#XLOC-001182,XLOC-001182#XLOC-001182,XLOC-001182#XLOC-001182
XLOC-000220#XLOC-000220,XLOC-000220#XLOC-000220,XLOC-000220#XLOC-000220
XLOC-000218#XLOC-000218,XLOC-000218#XLOC-000218,XLOC-000218#XLOC-000218
gene-evm.model.ptg000003l.425#gene-evm.model.ptg000003l.425,gene-evm.model.ptg000003l.425#gene-evm.model.ptg000003l.425,gene-evm.model.ptg000003l.425#gene-evm.model.ptg000003l.425
gene-evm.model.ptg000003l.426,gene-evm.model.ptg000003l.426,gene-evm.model.ptg000003l.426
gene-evm.model.ptg000003l.427,gene-evm.model.ptg000003l.427,gene-evm.model.ptg000003l.427
XLOC-000222#ARFP2-BOVIN#Q3ZCL5,Q3ZCL5,ARFIP2
XLOC-000224#XLOC-000224,XLOC-000224#XLOC-000224,XLOC-000224#XLOC-000224
XLOC-001185#XLOC-001185,XLOC-001185#XLOC-001185,XLOC-001185#XLOC-001185
XLOC-000223#BMP1-MOUSE#P98063,P98063,Bmp1
XLOC-001188#ECE-LOCMI#Q8IS64,Q8IS64,XLOC-001188#ECE-LOCMI#Q8IS64
XLOC-001194#TNAA-HYPNA#Q0C406,Q0C406,tnaA
XLOC-000226#PAO1-MAIZE#O64411,O64411,MPAO1
XLOC-000227#GUF1-TRIAD#B3RXR7,B3RXR7,TRIADDRAFT_56304
XLOC-001189#XLOC-001189,XLOC-001189#XLOC-001189,XLOC-001189#XLOC-001189
gene-evm.model.ptg000003l.437-1#ECE-LOCMI#Q8IS64,Q8IS64,gene-evm.model.ptg000003l.437-1#ECE-LOCMI#Q8IS64
gene-evm.model.ptg000003l.438-1#SC24C-HUMAN#P53992,P53992,SEC24C
XLOC-001200#XLOC-001200,XLOC-001200#XLOC-001200,XLOC-001200#XLOC-001200
XLOC-001198#YIPF5-DANRE#Q6P5I8,Q6P5I8,yipf5
XLOC-001192#XLOC-001192,XLOC-001192#XLOC-001192,XLOC-001192#XLOC-001192
XLOC-001193#NUP58-MOUSE#Q8R332,Q8R332,Nup58
XLOC-001201#LRBA-HUMAN#P50851,P50851,LRBA
XLOC-001206#SRGEF-MOUSE#Q80YD6,Q80YD6,Sergef
XLOC-001195#XLOC-001195,XLOC-001195#XLOC-001195,XLOC-001195#XLOC-001195
XLOC-001196#TE2IP-DANRE#Q6NYJ3,Q6NYJ3,terf2ip
XLOC-001197#XLOC-001197,XLOC-001197#XLOC-001197,XLOC-001197#XLOC-001197
XLOC-000228#DAAF6-HUMAN#Q9NQM4,Q9NQM4,DNAAF6
XLOC-001199#XLOC-001199,XLOC-001199#XLOC-001199,XLOC-001199#XLOC-001199
XLOC-000229#ACSF4-DANRE#Q5RG49,Q5RG49,aasdh
XLOC-000230#UB12B-XENLA#Q5M981,Q5M981,usp12-b
gene-evm.model.ptg000003l.451#gene-evm.model.ptg000003l.451,gene-evm.model.ptg000003l.451#gene-evm.model.ptg000003l.451,gene-evm.model.ptg000003l.451#gene-evm.model.ptg000003l.451
gene-evm.model.ptg000003l.458#MRP5-RAT#Q9QYM0,Q9QYM0,Abcc5
XLOC-000233#MRP5-RAT#Q9QYM0,Q9QYM0,Abcc5
XLOC-001209#SYLC-HUMAN#Q9P2J5,Q9P2J5,LARS1
gene-evm.model.ptg000003l.469#NPAS2-CHICK#Q5ZQU2,Q5ZQU2,NPAS2
XLOC-001202#XLOC-001202,XLOC-001202#XLOC-001202,XLOC-001202#XLOC-001202
XLOC-001207#XLOC-001207,XLOC-001207#XLOC-001207,XLOC-001207#XLOC-001207
XLOC-001204#MRP5-HUMAN#O15440,O15440,ABCC5
XLOC-001208#XLOC-001208,XLOC-001208#XLOC-001208,XLOC-001208#XLOC-001208
gene-evm.model.ptg000003l.459#ZNT1-MACFA#Q4R6K2,Q4R6K2,SLC30A1
XLOC-001212#NAS4-CAEEL#P55112,P55112,nas-4
XLOC-000236#XLOC-000236,XLOC-000236#XLOC-000236,XLOC-000236#XLOC-000236
XLOC-000235#CRBN-CHICK#P0CF65,P0CF65,CRBN
gene-evm.model.ptg000003l.468#gene-evm.model.ptg000003l.468,gene-evm.model.ptg000003l.468#gene-evm.model.ptg000003l.468,gene-evm.model.ptg000003l.468#gene-evm.model.ptg000003l.468
XLOC-000234#NUDC2-RAT#Q5M823,Q5M823,Nudcd2
XLOC-001210#WDY-CULQU#B0WYR6,B0WYR6,WDY
XLOC-001216#NUDT6-MOUSE#Q8CH40,Q8CH40,Nudt6
XLOC-001214#XLOC-001214,XLOC-001214#XLOC-001214,XLOC-001214#XLOC-001214
XLOC-000237#NPAS2-CHICK#Q5ZQU2,Q5ZQU2,NPAS2
XLOC-001213#XLOC-001213,XLOC-001213#XLOC-001213,XLOC-001213#XLOC-001213
XLOC-000239#XLOC-000239,XLOC-000239#XLOC-000239,XLOC-000239#XLOC-000239
XLOC-001220#XLOC-001220,XLOC-001220#XLOC-001220,XLOC-001220#XLOC-001220
XLOC-001217#NLRP6-MOUSE#Q91WS2,Q91WS2,Nlrp6
XLOC-000240#YLAT1-MOUSE#Q9Z1K8,Q9Z1K8,Slc7a7
XLOC-000248#CC146-MOUSE#E9Q9F7,E9Q9F7,Ccdc146
XLOC-000241#LAT2-MOUSE#Q9QXW9,Q9QXW9,Slc7a8
XLOC-000242#XLOC-000242,XLOC-000242#XLOC-000242,XLOC-000242#XLOC-000242
XLOC-000256#PLXA3-DANRE#B0S5N4,B0S5N4,plxna3
gene-evm.model.ptg000003l.487#HDA11-MACFA#Q9GKU5,Q9GKU5,HDAC11
XLOC-000243#NLRP6-MOUSE#Q91WS2,Q91WS2,Nlrp6
XLOC-000244#XLOC-000244,XLOC-000244#XLOC-000244,XLOC-000244#XLOC-000244
XLOC-001218#XLOC-001218,XLOC-001218#XLOC-001218,XLOC-001218#XLOC-001218
XLOC-001219#MBTD1-XENLA#Q32N90,Q32N90,mbtd1
XLOC-001225#C2CD3-XENTR#A0JM13,A0JM13,c2cd3
XLOC-000245#CC134-HUMAN#Q9H6E4,Q9H6E4,CCDC134
XLOC-001222#ACKA-HALOH#B8CWV8,B8CWV8,ackA
XLOC-000249#XLOC-000249,XLOC-000249#XLOC-000249,XLOC-000249#XLOC-000249
XLOC-001221#XLOC-001221,XLOC-001221#XLOC-001221,XLOC-001221#XLOC-001221
XLOC-001223#XLOC-001223,XLOC-001223#XLOC-001223,XLOC-001223#XLOC-001223
XLOC-000250#XLOC-000250,XLOC-000250#XLOC-000250,XLOC-000250#XLOC-000250
gene-evm.model.ptg000003l.490-1,gene-evm.model.ptg000003l.490-1,gene-evm.model.ptg000003l.490-1
gene-evm.model.ptg000003l.504#gene-evm.model.ptg000003l.504,gene-evm.model.ptg000003l.504#gene-evm.model.ptg000003l.504,gene-evm.model.ptg000003l.504#gene-evm.model.ptg000003l.504
XLOC-000251#CEL3-CUCEC#Q868M7,Q868M7,cel3
XLOC-001226#BTBD2-HUMAN#Q9BX70,Q9BX70,BTBD2
XLOC-001227#XLOC-001227,XLOC-001227#XLOC-001227,XLOC-001227#XLOC-001227
XLOC-001228#PPE-CAEEL#G5EBX9,G5EBX9,pef-1
XLOC-001229#XLOC-001229,XLOC-001229#XLOC-001229,XLOC-001229#XLOC-001229
XLOC-001230#XLOC-001230,XLOC-001230#XLOC-001230,XLOC-001230#XLOC-001230
XLOC-001232#XLOC-001232,XLOC-001232#XLOC-001232,XLOC-001232#XLOC-001232
XLOC-000252#UBP38-HUMAN#Q8NB14,Q8NB14,USP38
XLOC-001235#AUR1-YEAST#P36107,P36107,AUR1
XLOC-000253#FUCL6-ANGJA#Q9I926,Q9I926,XLOC-000253#FUCL6-ANGJA#Q9I926
XLOC-000261#XLOC-000261,XLOC-000261#XLOC-000261,XLOC-000261#XLOC-000261
XLOC-000274#GP2-RAT#P19218,P19218,Gp2
XLOC-001237#TSP1-MOUSE#P35441,P35441,Thbs1
XLOC-001233#XLOC-001233,XLOC-001233#XLOC-001233,XLOC-001233#XLOC-001233
XLOC-000270#GP2-RAT#P19218,P19218,Gp2
XLOC-000264#XLOC-000264,XLOC-000264#XLOC-000264,XLOC-000264#XLOC-000264
gene-evm.model.ptg000003l.519,gene-evm.model.ptg000003l.519,gene-evm.model.ptg000003l.519
XLOC-000266#XLOC-000266,XLOC-000266#XLOC-000266,XLOC-000266#XLOC-000266
XLOC-000267#XLOC-000267,XLOC-000267#XLOC-000267,XLOC-000267#XLOC-000267
XLOC-000269#XLOC-000269,XLOC-000269#XLOC-000269,XLOC-000269#XLOC-000269
XLOC-001241#TSP1-MOUSE#P35441,P35441,Thbs1
XLOC-001242#RTBS-DROME#Q95SX7,Q95SX7,RTase
XLOC-001246#XLOC-001246,XLOC-001246#XLOC-001246,XLOC-001246#XLOC-001246
gene-evm.model.ptg000003l.547#RSBNL-HUMAN#Q6PCB5,Q6PCB5,RSBN1L
XLOC-000281#TRM9B-BOVIN#Q08DH3,Q08DH3,TRMT9B
XLOC-000276#XLOC-000276,XLOC-000276#XLOC-000276,XLOC-000276#XLOC-000276
XLOC-000283#ARHGH-HUMAN#Q96PE2,Q96PE2,ARHGEF17
XLOC-001244#XLOC-001244,XLOC-001244#XLOC-001244,XLOC-001244#XLOC-001244
XLOC-000278#XLOC-000278,XLOC-000278#XLOC-000278,XLOC-000278#XLOC-000278
XLOC-001245#XLOC-001245,XLOC-001245#XLOC-001245,XLOC-001245#XLOC-001245
XLOC-000284#SCOC-RAT#Q5RJZ6,Q5RJZ6,Scoc
gene-evm.model.ptg000003l.542,gene-evm.model.ptg000003l.542,gene-evm.model.ptg000003l.542
XLOC-000280#XLOC-000280,XLOC-000280#XLOC-000280,XLOC-000280#XLOC-000280
XLOC-001247#XLOC-001247,XLOC-001247#XLOC-001247,XLOC-001247#XLOC-001247
XLOC-001248#XLOC-001248,XLOC-001248#XLOC-001248,XLOC-001248#XLOC-001248
gene-evm.model.ptg000003l.550#RIR1-MOUSE#P07742,P07742,Rrm1
XLOC-001250#P5CR1-BOVIN#Q58DT4,Q58DT4,PYCR1
gene-evm.model.ptg000003l.549#P5CR3-RAT#Q5PQJ6,Q5PQJ6,Pycr3
XLOC-001262#SLX4-MOUSE#Q6P1D7,Q6P1D7,Slx4
XLOC-001264#FRYL-HUMAN#O94915,O94915,FRYL
XLOC-001253#MBLC1-XENLA#Q498J9,Q498J9,mblac1
XLOC-000285#ACHA7-CHICK#P22770,P22770,CHRNA7
XLOC-001254#FRPD4-HUMAN#Q14CM0,Q14CM0,FRMPD4
XLOC-001256#KCNH7-HUMAN#Q9NS40,Q9NS40,KCNH7
XLOC-001261#FOLH1-RAT#P70627,P70627,Folh1
XLOC-001258#PRPS1-BOVIN#Q2HJ58,Q2HJ58,PRPS1
XLOC-001259#GNPI2-XENTR#A4IHW6,A4IHW6,gnpda2
gene-evm.model.ptg000003l.563#gene-evm.model.ptg000003l.563,gene-evm.model.ptg000003l.563#gene-evm.model.ptg000003l.563,gene-evm.model.ptg000003l.563#gene-evm.model.ptg000003l.563
XLOC-001263#XLOC-001263,XLOC-001263#XLOC-001263,XLOC-001263#XLOC-001263
XLOC-000295#NAS4-CAEEL#P55112,P55112,nas-4
gene-evm.model.ptg000003l.569#IDE-RAT#P35559,P35559,Ide
XLOC-000291#ATRX-NOTEU#P82798,P82798,ATRX
gene-evm.model.ptg000003l.574#ATRX-NOTEU#P82798,P82798,ATRX
XLOC-000290#OTUD4-MOUSE#B2RRE7,B2RRE7,Otud4
gene-evm.model.ptg000003l.579#ATP7A-HUMAN#Q04656,Q04656,ATP7A
gene-evm.model.ptg000003l.568#gene-evm.model.ptg000003l.568,gene-evm.model.ptg000003l.568#gene-evm.model.ptg000003l.568,gene-evm.model.ptg000003l.568#gene-evm.model.ptg000003l.568
XLOC-000292#HSP74-MOUSE#Q61316,Q61316,Hspa4
gene-evm.model.ptg000003l.571#BCK1-YEAST#Q01389,Q01389,BCK1
XLOC-001267#XLOC-001267,XLOC-001267#XLOC-001267,XLOC-001267#XLOC-001267
XLOC-001266#XLOC-001266,XLOC-001266#XLOC-001266,XLOC-001266#XLOC-001266
gene-evm.model.ptg000003l.573#gene-evm.model.ptg000003l.573,gene-evm.model.ptg000003l.573#gene-evm.model.ptg000003l.573,gene-evm.model.ptg000003l.573#gene-evm.model.ptg000003l.573
XLOC-001271#EMC3-DANRE#Q7SXW4,Q7SXW4,emc3
XLOC-000293#MSHR-TRAAU#Q864I7,Q864I7,MC1R
XLOC-001268#FBXL5-DANRE#Q2YDQ5,Q2YDQ5,fbxl5
XLOC-001269#RH13-ORYSI#A2XVF7,A2XVF7,OsI_016050
gene-evm.model.ptg000003l.586#CATV-NPVHZ#Q8V5U0,Q8V5U0,VCATH
XLOC-001270#XLOC-001270,XLOC-001270#XLOC-001270,XLOC-001270#XLOC-001270
XLOC-000296#XLOC-000296,XLOC-000296#XLOC-000296,XLOC-000296#XLOC-000296
XLOC-000300#U3IP2-MOUSE#Q91WM3,Q91WM3,Rrp9
XLOC-000299#CATV-NPVHZ#Q8V5U0,Q8V5U0,VCATH
XLOC-001272#RERG-HUMAN#Q96A58,Q96A58,RERG
XLOC-001273#RECQ5-RAT#D4ACP5,D4ACP5,Recql5
XLOC-001284#OX2R-HUMAN#O43614,O43614,HCRTR2
gene-evm.model.ptg000003l.591#S26A5-CHICK#A0FKN5,A0FKN5,SLC26A5
XLOC-000301#S26A5-CHICK#A0FKN5,A0FKN5,SLC26A5
XLOC-000302#XLOC-000302,XLOC-000302#XLOC-000302,XLOC-000302#XLOC-000302
XLOC-001276#PEX7-SCHPO#P78798,P78798,pex7
XLOC-001281#XLOC-001281,XLOC-001281#XLOC-001281,XLOC-001281#XLOC-001281
XLOC-000303#XLOC-000303,XLOC-000303#XLOC-000303,XLOC-000303#XLOC-000303
XLOC-001277#XLOC-001277,XLOC-001277#XLOC-001277,XLOC-001277#XLOC-001277
XLOC-000304#XLOC-000304,XLOC-000304#XLOC-000304,XLOC-000304#XLOC-000304
XLOC-000305#MEN1-RAT#Q9WVR8,Q9WVR8,Men1
XLOC-001278#XLOC-001278,XLOC-001278#XLOC-001278,XLOC-001278#XLOC-001278
XLOC-001279#PRD15-HUMAN#P57071,P57071,PRDM15
XLOC-001280#XLOC-001280,XLOC-001280#XLOC-001280,XLOC-001280#XLOC-001280
XLOC-000318#XLOC-000318,XLOC-000318#XLOC-000318,XLOC-000318#XLOC-000318
XLOC-000308#XLOC-000308,XLOC-000308#XLOC-000308,XLOC-000308#XLOC-000308
XLOC-000309#XLOC-000309,XLOC-000309#XLOC-000309,XLOC-000309#XLOC-000309
XLOC-000310#XLOC-000310,XLOC-000310#XLOC-000310,XLOC-000310#XLOC-000310
XLOC-000311#GLRA1-DANRE#O93430,O93430,glra1
XLOC-000319#UBE2A-HUMAN#P49459,P49459,UBE2A
gene-evm.model.ptg000003l.624#gene-evm.model.ptg000003l.624,gene-evm.model.ptg000003l.624#gene-evm.model.ptg000003l.624,gene-evm.model.ptg000003l.624#gene-evm.model.ptg000003l.624
XLOC-000313#POLX-TOBAC#P10978,P10978,XLOC-000313#POLX-TOBAC#P10978
XLOC-001287#XLOC-001287,XLOC-001287#XLOC-001287,XLOC-001287#XLOC-001287
XLOC-000327#CUZD1-HUMAN#Q86UP6,Q86UP6,CUZD1
XLOC-000326#XLOC-000326,XLOC-000326#XLOC-000326,XLOC-000326#XLOC-000326
XLOC-001286#XLOC-001286,XLOC-001286#XLOC-001286,XLOC-001286#XLOC-001286
gene-evm.model.ptg000003l.630,gene-evm.model.ptg000003l.630,gene-evm.model.ptg000003l.630
XLOC-001288#XLOC-001288,XLOC-001288#XLOC-001288,XLOC-001288#XLOC-001288
gene-evm.model.ptg000003l.622#CYFP2-MOUSE#Q5SQX6,Q5SQX6,Cyfip2
XLOC-000317#CYFP2-MOUSE#Q5SQX6,Q5SQX6,Cyfip2
XLOC-000320#RAB9A-HUMAN#P51151,P51151,RAB9A
XLOC-000321#XLOC-000321,XLOC-000321#XLOC-000321,XLOC-000321#XLOC-000321
XLOC-001292#XLOC-001292,XLOC-001292#XLOC-001292,XLOC-001292#XLOC-001292
gene-evm.model.ptg000003l.636#gene-evm.model.ptg000003l.636,gene-evm.model.ptg000003l.636#gene-evm.model.ptg000003l.636,gene-evm.model.ptg000003l.636#gene-evm.model.ptg000003l.636
XLOC-001296#TSP2-CHICK#P35440,P35440,THBS2
gene-evm.model.ptg000003l.639,gene-evm.model.ptg000003l.639,gene-evm.model.ptg000003l.639
XLOC-000329#CUZD1-HUMAN#Q86UP6,Q86UP6,CUZD1
XLOC-001297#TSP2-CHICK#P35440,P35440,THBS2
gene-evm.model.ptg000003l.667#gene-evm.model.ptg000003l.667,gene-evm.model.ptg000003l.667#gene-evm.model.ptg000003l.667,gene-evm.model.ptg000003l.667#gene-evm.model.ptg000003l.667
XLOC-001298#KVAP-AERPE#Q9YDF8,Q9YDF8,APE_0955
gene-evm.model.ptg000003l.644,gene-evm.model.ptg000003l.644,gene-evm.model.ptg000003l.644
XLOC-000335#XLOC-000335,XLOC-000335#XLOC-000335,XLOC-000335#XLOC-000335
XLOC-001300#TSP2-CHICK#P35440,P35440,THBS2
XLOC-001302#XLOC-001302,XLOC-001302#XLOC-001302,XLOC-001302#XLOC-001302
XLOC-000332#CUZD1-HUMAN#Q86UP6,Q86UP6,CUZD1
XLOC-001303#XLOC-001303,XLOC-001303#XLOC-001303,XLOC-001303#XLOC-001303
XLOC-001304#XLOC-001304,XLOC-001304#XLOC-001304,XLOC-001304#XLOC-001304
XLOC-000336#CP24A-MOUSE#Q64441,Q64441,Cyp24a1
XLOC-001306#XLOC-001306,XLOC-001306#XLOC-001306,XLOC-001306#XLOC-001306
XLOC-000338#NUP54-RAT#P70582,P70582,Nup54
XLOC-001314#XLOC-001314,XLOC-001314#XLOC-001314,XLOC-001314#XLOC-001314
gene-evm.model.ptg000003l.670#gene-evm.model.ptg000003l.670,gene-evm.model.ptg000003l.670#gene-evm.model.ptg000003l.670,gene-evm.model.ptg000003l.670#gene-evm.model.ptg000003l.670
XLOC-001309#RUVB1-MOUSE#P60122,P60122,Ruvbl1
XLOC-000352#RL31-HELVI#Q9GP16,Q9GP16,RpL31
XLOC-001307#FGF1-DANRE#Q6PBT8,Q6PBT8,fgf1
XLOC-001312#XLOC-001312,XLOC-001312#XLOC-001312,XLOC-001312#XLOC-001312
XLOC-001308#XLOC-001308,XLOC-001308#XLOC-001308,XLOC-001308#XLOC-001308
XLOC-001318#XLOC-001318,XLOC-001318#XLOC-001318,XLOC-001318#XLOC-001318
XLOC-001330#SAM9L-HUMAN#Q8IVG5,Q8IVG5,SAMD9L
XLOC-000342#VCO3-CROAD#J3S836,J3S836,XLOC-000342#VCO3-CROAD#J3S836
XLOC-000341#PDZD8-HUMAN#Q8NEN9,Q8NEN9,PDZD8
gene-evm.model.ptg000003l.671#PDZD8-HUMAN#Q8NEN9,Q8NEN9,PDZD8
XLOC-000347#TLS1-HUMAN#Q9NZ63,Q9NZ63,C9orf78
XLOC-000348#MCAT-RAT#P97521,P97521,Slc25a20
XLOC-001311#XLOC-001311,XLOC-001311#XLOC-001311,XLOC-001311#XLOC-001311
XLOC-000340#XLOC-000340,XLOC-000340#XLOC-000340,XLOC-000340#XLOC-000340
XLOC-001313#XLOC-001313,XLOC-001313#XLOC-001313,XLOC-001313#XLOC-001313
gene-evm.model.ptg000003l.691-1#LAR1B-HUMAN#Q659C4,Q659C4,LARP1B
XLOC-000349#MCAT-HUMAN#O43772,O43772,SLC25A20
XLOC-000343#XLOC-000343,XLOC-000343#XLOC-000343,XLOC-000343#XLOC-000343
XLOC-001317#XLOC-001317,XLOC-001317#XLOC-001317,XLOC-001317#XLOC-001317
XLOC-000351#AT2B4-BOVIN#D3K0R6,D3K0R6,ATP2B4
XLOC-001319#XLOC-001319,XLOC-001319#XLOC-001319,XLOC-001319#XLOC-001319
XLOC-001320#XLOC-001320,XLOC-001320#XLOC-001320,XLOC-001320#XLOC-001320
XLOC-001328#JADE3-MOUSE#Q6IE82,Q6IE82,Jade3
XLOC-000350#XLOC-000350,XLOC-000350#XLOC-000350,XLOC-000350#XLOC-000350
XLOC-001324#PAHX-RAT#P57093,P57093,Phyh
XLOC-001326#RTJK-DROME#P21328,P21328,pol
XLOC-001327#ZFN2B-HUMAN#Q8WV99,Q8WV99,ZFAND2B
XLOC-001331#TTCA-NITMU#Q2YBQ4,Q2YBQ4,ttcA
XLOC-001332#XLOC-001332,XLOC-001332#XLOC-001332,XLOC-001332#XLOC-001332
XLOC-000359#SVEP1-MOUSE#A2AVA0,A2AVA0,Svep1
gene-evm.model.ptg000003l.699#PHS2-MOUSE#Q9CZL5,Q9CZL5,Pcbd2
XLOC-000354#KPB2-RABIT#P46018,P46018,PHKA2
XLOC-000355#XLOC-000355,XLOC-000355#XLOC-000355,XLOC-000355#XLOC-000355
XLOC-001334#SVEP1-RAT#P0C6B8,P0C6B8,Svep1
XLOC-000356#DRAM2-MOUSE#Q9CR48,Q9CR48,Dram2
XLOC-000364#XLOC-000364,XLOC-000364#XLOC-000364,XLOC-000364#XLOC-000364
XLOC-001333#RHG07-BOVIN#A7E300,A7E300,DLC1
XLOC-000358#JTX2B-CHIFL#T1PQV6,T1PQV6,XLOC-000358#JTX2B-CHIFL#T1PQV6
gene-evm.model.ptg000003l.708#PPME1-MOUSE#Q8BVQ5,Q8BVQ5,Ppme1
gene-evm.model.ptg000003l.705,gene-evm.model.ptg000003l.705,gene-evm.model.ptg000003l.705
XLOC-000366#XLOC-000366,XLOC-000366#XLOC-000366,XLOC-000366#XLOC-000366
XLOC-000372#IMDH3-DANRE#Q5RGV1,Q5RGV1,impdh1b
XLOC-000369#XLOC-000369,XLOC-000369#XLOC-000369,XLOC-000369#XLOC-000369
XLOC-000360#XLOC-000360,XLOC-000360#XLOC-000360,XLOC-000360#XLOC-000360
XLOC-000361#XLOC-000361,XLOC-000361#XLOC-000361,XLOC-000361#XLOC-000361
XLOC-000368#XLOC-000368,XLOC-000368#XLOC-000368,XLOC-000368#XLOC-000368
XLOC-001336#XLOC-001336,XLOC-001336#XLOC-001336,XLOC-001336#XLOC-001336
XLOC-000363#XLOC-000363,XLOC-000363#XLOC-000363,XLOC-000363#XLOC-000363
XLOC-001337#XLOC-001337,XLOC-001337#XLOC-001337,XLOC-001337#XLOC-001337
gene-evm.model.ptg000003l.718#gene-evm.model.ptg000003l.718,gene-evm.model.ptg000003l.718#gene-evm.model.ptg000003l.718,gene-evm.model.ptg000003l.718#gene-evm.model.ptg000003l.718
XLOC-001341#WNT5B-HUMAN#Q9H1J7,Q9H1J7,WNT5B
XLOC-001340#PGK-CHICK#P51903,P51903,PGK
XLOC-001339#CAHZ-DANRE#Q92051,Q92051,cahz
XLOC-000365#XLOC-000365,XLOC-000365#XLOC-000365,XLOC-000365#XLOC-000365
